feature_set,target,model,subject_id,mae_min,r2
EMG,lt2,"GBM(n=200,d=3)",S011,2.5255,0.461
EMG,lt2,"GBM(n=200,d=3)",S012,1.5914,0.695
EMG,lt2,"GBM(n=200,d=3)",S013,2.2832,0.795
EMG,lt2,"GBM(n=200,d=3)",S014,1.9754,0.786
EMG,lt2,"GBM(n=200,d=3)",S016,1.8339,0.721
EMG,lt2,"GBM(n=200,d=3)",S017,1.6517,0.846
EMG,lt2,"GBM(n=200,d=3)",S018,3.53,-3.708
EMG,lt2,"GBM(n=200,d=3)",S019,3.7812,0.619
EMG,lt2,"SVR(C=1,ε=0.1)",S001,4.4108,0.139
EMG,lt2,"SVR(C=1,ε=0.1)",S002,1.5151,0.662
EMG,lt2,"SVR(C=1,ε=0.1)",S003,5.2655,0.234
EMG,lt2,"SVR(C=1,ε=0.1)",S004,2.5056,0.426
EMG,lt2,"SVR(C=1,ε=0.1)",S005,5.3709,-0.146
EMG,lt2,"SVR(C=1,ε=0.1)",S006,1.7579,0.611
EMG,lt2,"SVR(C=1,ε=0.1)",S007,5.6123,-4.391
EMG,lt2,"SVR(C=1,ε=0.1)",S008,1.9525,0.521
EMG,lt2,"SVR(C=1,ε=0.1)",S009,7.6189,-0.169
EMG,lt2,"SVR(C=1,ε=0.1)",S010,5.7225,0.109
EMG,lt2,"SVR(C=1,ε=0.1)",S011,2.4595,0.503
EMG,lt2,"SVR(C=1,ε=0.1)",S012,2.4685,0.424
EMG,lt2,"SVR(C=1,ε=0.1)",S013,3.9389,0.414
EMG,lt2,"SVR(C=1,ε=0.1)",S014,3.3042,0.461
EMG,lt2,"SVR(C=1,ε=0.1)",S016,2.4835,0.535
EMG,lt2,"SVR(C=1,ε=0.1)",S017,3.2285,0.443
EMG,lt2,"SVR(C=1,ε=0.1)",S018,2.7668,-1.281
EMG,lt2,"SVR(C=1,ε=0.1)",S019,5.307,0.266
EMG,lt2,"SVR(C=1,ε=1.0)",S001,4.4118,0.139
EMG,lt2,"SVR(C=1,ε=1.0)",S002,1.5146,0.662
EMG,lt2,"SVR(C=1,ε=1.0)",S003,5.2669,0.234
EMG,lt2,"SVR(C=1,ε=1.0)",S004,2.5047,0.426
EMG,lt2,"SVR(C=1,ε=1.0)",S005,5.3694,-0.145
EMG,lt2,"SVR(C=1,ε=1.0)",S006,1.758,0.611
EMG,lt2,"SVR(C=1,ε=1.0)",S007,5.6203,-4.406
EMG,lt2,"SVR(C=1,ε=1.0)",S008,1.9492,0.522
EMG,lt2,"SVR(C=1,ε=1.0)",S009,7.6225,-0.17
EMG,lt2,"SVR(C=1,ε=1.0)",S010,5.7213,0.109
EMG,lt2,"SVR(C=1,ε=1.0)",S011,2.4605,0.503
EMG,lt2,"SVR(C=1,ε=1.0)",S012,2.4648,0.425
EMG,lt2,"SVR(C=1,ε=1.0)",S013,3.9388,0.414
EMG,lt2,"SVR(C=1,ε=1.0)",S014,3.308,0.46
EMG,lt2,"SVR(C=1,ε=1.0)",S016,2.4858,0.535
EMG,lt2,"SVR(C=1,ε=1.0)",S017,3.2283,0.443
EMG,lt2,"SVR(C=1,ε=1.0)",S018,2.7655,-1.279
EMG,lt2,"SVR(C=1,ε=1.0)",S019,5.31,0.265
EMG,lt2,"SVR(C=10,ε=0.1)",S001,4.1484,0.342
EMG,lt2,"SVR(C=10,ε=0.1)",S002,1.4512,0.782
EMG,lt2,"SVR(C=10,ε=0.1)",S003,4.0282,0.547
EMG,lt2,"SVR(C=10,ε=0.1)",S004,2.462,0.367
EMG,lt2,"SVR(C=10,ε=0.1)",S005,5.1372,0.061
EMG,lt2,"SVR(C=10,ε=0.1)",S006,1.682,0.564
EMG,lt2,"SVR(C=10,ε=0.1)",S007,4.5589,-2.458
EMG,lt2,"SVR(C=10,ε=0.1)",S008,2.141,0.492
EMG,lt2,"SVR(C=10,ε=0.1)",S009,6.924,0.034
EMG,lt2,"SVR(C=10,ε=0.1)",S010,4.0284,0.484
EMG,lt2,"SVR(C=10,ε=0.1)",S011,2.3026,0.623
EMG,lt2,"SVR(C=10,ε=0.1)",S012,1.8439,0.699
EMG,lt2,"SVR(C=10,ε=0.1)",S013,2.4647,0.741
EMG,lt2,"SVR(C=10,ε=0.1)",S014,2.1316,0.754
EMG,lt2,"SVR(C=10,ε=0.1)",S016,1.9334,0.686
EMG,lt2,"SVR(C=10,ε=0.1)",S017,1.7786,0.794
EMG,lt2,"SVR(C=10,ε=0.1)",S018,3.0483,-2.322
EMG,lt2,"SVR(C=10,ε=0.1)",S019,4.1943,0.499
EMG,lt2,"SVR(C=10,ε=1.0)",S001,4.1484,0.341
EMG,lt2,"SVR(C=10,ε=1.0)",S002,1.4512,0.782
EMG,lt2,"SVR(C=10,ε=1.0)",S003,4.0292,0.546
EMG,lt2,"SVR(C=10,ε=1.0)",S004,2.4647,0.366
EMG,lt2,"SVR(C=10,ε=1.0)",S005,5.1387,0.061
EMG,lt2,"SVR(C=10,ε=1.0)",S006,1.6822,0.564
EMG,lt2,"SVR(C=10,ε=1.0)",S007,4.5628,-2.463
EMG,lt2,"SVR(C=10,ε=1.0)",S008,2.1396,0.492
EMG,lt2,"SVR(C=10,ε=1.0)",S009,6.9271,0.033
EMG,lt2,"SVR(C=10,ε=1.0)",S010,4.0303,0.484
EMG,lt2,"SVR(C=10,ε=1.0)",S011,2.3022,0.623
EMG,lt2,"SVR(C=10,ε=1.0)",S012,1.8431,0.699
EMG,lt2,"SVR(C=10,ε=1.0)",S013,2.4689,0.74
EMG,lt2,"SVR(C=10,ε=1.0)",S014,2.1313,0.754
EMG,lt2,"SVR(C=10,ε=1.0)",S016,1.9318,0.686
EMG,lt2,"SVR(C=10,ε=1.0)",S017,1.7776,0.794
EMG,lt2,"SVR(C=10,ε=1.0)",S018,3.0495,-2.323
EMG,lt2,"SVR(C=10,ε=1.0)",S019,4.1939,0.499
EMG,lt2,"SVR(C=100,ε=0.1)",S001,4.1977,0.335
EMG,lt2,"SVR(C=100,ε=0.1)",S002,1.698,0.642
EMG,lt2,"SVR(C=100,ε=0.1)",S003,3.1648,0.723
EMG,lt2,"SVR(C=100,ε=0.1)",S004,2.6994,0.265
EMG,lt2,"SVR(C=100,ε=0.1)",S005,5.363,-0.007
EMG,lt2,"SVR(C=100,ε=0.1)",S006,1.9216,0.504
EMG,lt2,"SVR(C=100,ε=0.1)",S007,4.6929,-2.991
EMG,lt2,"SVR(C=100,ε=0.1)",S008,2.6558,0.257
EMG,lt2,"SVR(C=100,ε=0.1)",S009,6.9448,0.062
EMG,lt2,"SVR(C=100,ε=0.1)",S010,3.7532,0.596
EMG,lt2,"SVR(C=100,ε=0.1)",S011,2.3261,0.604
EMG,lt2,"SVR(C=100,ε=0.1)",S012,1.663,0.703
EMG,lt2,"SVR(C=100,ε=0.1)",S013,2.1318,0.802
EMG,lt2,"SVR(C=100,ε=0.1)",S014,2.2339,0.752
EMG,lt2,"SVR(C=100,ε=0.1)",S016,1.8784,0.711
EMG,lt2,"SVR(C=100,ε=0.1)",S017,1.6806,0.82
EMG,lt2,"SVR(C=100,ε=0.1)",S018,3.1664,-2.746
EMG,lt2,"SVR(C=100,ε=0.1)",S019,3.7771,0.594
EMG,lt2,"SVR(C=100,ε=1.0)",S001,4.1972,0.335
EMG,lt2,"SVR(C=100,ε=1.0)",S002,1.7001,0.641
EMG,lt2,"SVR(C=100,ε=1.0)",S003,3.1684,0.723
EMG,lt2,"SVR(C=100,ε=1.0)",S004,2.7034,0.262
EMG,lt2,"SVR(C=100,ε=1.0)",S005,5.3665,-0.008
EMG,lt2,"SVR(C=100,ε=1.0)",S006,1.9198,0.505
EMG,lt2,"SVR(C=100,ε=1.0)",S007,4.6906,-2.99
EMG,lt2,"SVR(C=100,ε=1.0)",S008,2.654,0.258
EMG,lt2,"SVR(C=100,ε=1.0)",S009,6.9482,0.062
EMG,lt2,"SVR(C=100,ε=1.0)",S010,3.7525,0.596
EMG,lt2,"SVR(C=100,ε=1.0)",S011,2.329,0.603
EMG,lt2,"SVR(C=100,ε=1.0)",S012,1.6669,0.701
EMG,lt2,"SVR(C=100,ε=1.0)",S013,2.1331,0.802
EMG,lt2,"SVR(C=100,ε=1.0)",S014,2.2322,0.752
EMG,lt2,"SVR(C=100,ε=1.0)",S016,1.8799,0.71
EMG,lt2,"SVR(C=100,ε=1.0)",S017,1.6788,0.821
EMG,lt2,"SVR(C=100,ε=1.0)",S018,3.1642,-2.742
EMG,lt2,"SVR(C=100,ε=1.0)",S019,3.782,0.593
NIRS,lt2,Ridge(α=1),S001,7.041,-1.239
NIRS,lt2,Ridge(α=1),S002,3.5166,-0.132
NIRS,lt2,Ridge(α=1),S003,9.0477,-0.857
NIRS,lt2,Ridge(α=1),S004,1.3191,0.84
NIRS,lt2,Ridge(α=1),S005,4.4698,0.219
NIRS,lt2,Ridge(α=1),S006,2.1914,0.443
NIRS,lt2,Ridge(α=1),S007,4.4073,-2.301
NIRS,lt2,Ridge(α=1),S008,2.0257,0.507
NIRS,lt2,Ridge(α=1),S009,5.8862,0.328
NIRS,lt2,Ridge(α=1),S010,5.3565,0.372
NIRS,lt2,Ridge(α=1),S011,4.6288,-0.432
NIRS,lt2,Ridge(α=1),S012,28.5056,-75.998
NIRS,lt2,Ridge(α=1),S013,3.8738,0.417
NIRS,lt2,Ridge(α=1),S014,3.1384,0.508
NIRS,lt2,Ridge(α=1),S016,7.7393,-3.242
NIRS,lt2,Ridge(α=1),S017,4.1649,0.105
NIRS,lt2,Ridge(α=1),S018,3.231,-2.765
NIRS,lt2,Ridge(α=1),S019,6.8033,-0.113
NIRS,lt2,Ridge(α=10),S001,7.0497,-1.239
NIRS,lt2,Ridge(α=10),S002,3.1376,0.042
NIRS,lt2,Ridge(α=10),S003,9.1542,-0.897
NIRS,lt2,Ridge(α=10),S004,1.3256,0.838
NIRS,lt2,Ridge(α=10),S005,4.5139,0.21
NIRS,lt2,Ridge(α=10),S006,2.1625,0.454
NIRS,lt2,Ridge(α=10),S007,3.7106,-1.458
NIRS,lt2,Ridge(α=10),S008,2.0212,0.507
NIRS,lt2,Ridge(α=10),S009,5.9111,0.32
NIRS,lt2,Ridge(α=10),S010,5.1533,0.418
NIRS,lt2,Ridge(α=10),S011,4.4358,-0.345
NIRS,lt2,Ridge(α=10),S012,20.6832,-41.457
NIRS,lt2,Ridge(α=10),S013,3.8402,0.434
NIRS,lt2,Ridge(α=10),S014,3.1875,0.493
NIRS,lt2,Ridge(α=10),S016,7.156,-2.66
NIRS,lt2,Ridge(α=10),S017,4.1925,0.094
NIRS,lt2,Ridge(α=10),S018,3.0593,-2.443
NIRS,lt2,Ridge(α=10),S019,6.5821,-0.052
NIRS,lt2,Ridge(α=100),S001,7.0166,-1.199
NIRS,lt2,Ridge(α=100),S002,1.9157,0.566
NIRS,lt2,Ridge(α=100),S003,9.6806,-1.079
NIRS,lt2,Ridge(α=100),S004,1.4691,0.789
NIRS,lt2,Ridge(α=100),S005,4.8728,0.108
NIRS,lt2,Ridge(α=100),S006,2.0265,0.515
NIRS,lt2,Ridge(α=100),S007,1.4664,0.587
NIRS,lt2,Ridge(α=100),S008,2.0556,0.474
NIRS,lt2,Ridge(α=100),S009,6.1341,0.254
NIRS,lt2,Ridge(α=100),S010,4.4442,0.568
NIRS,lt2,Ridge(α=100),S011,3.5613,0.019
NIRS,lt2,Ridge(α=100),S012,10.9697,-7.861
NIRS,lt2,Ridge(α=100),S013,3.5906,0.548
NIRS,lt2,Ridge(α=100),S014,3.5289,0.381
NIRS,lt2,Ridge(α=100),S016,4.6462,-0.526
NIRS,lt2,Ridge(α=100),S017,4.3098,0.048
NIRS,lt2,Ridge(α=100),S018,2.3934,-1.177
NIRS,lt2,Ridge(α=100),S019,5.8249,0.158
NIRS,lt2,Ridge(α=1000),S001,6.5925,-0.971
NIRS,lt2,Ridge(α=1000),S002,2.3664,0.429
NIRS,lt2,Ridge(α=1000),S003,9.1348,-0.641
NIRS,lt2,Ridge(α=1000),S004,2.072,0.628
NIRS,lt2,Ridge(α=1000),S005,5.8136,-0.256
NIRS,lt2,Ridge(α=1000),S006,2.0688,0.489
NIRS,lt2,Ridge(α=1000),S007,3.3013,-0.908
NIRS,lt2,Ridge(α=1000),S008,2.1787,0.427
NIRS,lt2,Ridge(α=1000),S009,6.8719,0.048
NIRS,lt2,Ridge(α=1000),S010,4.0739,0.6
NIRS,lt2,Ridge(α=1000),S011,3.2547,0.154
NIRS,lt2,Ridge(α=1000),S012,2.5321,0.335
NIRS,lt2,Ridge(α=1000),S013,2.5541,0.74
NIRS,lt2,Ridge(α=1000),S014,4.2437,0.107
NIRS,lt2,Ridge(α=1000),S016,3.3268,0.128
NIRS,lt2,Ridge(α=1000),S017,4.2098,0.116
NIRS,lt2,Ridge(α=1000),S018,2.1053,-0.494
NIRS,lt2,Ridge(α=1000),S019,5.0808,0.34
NIRS,lt2,Huber(ε=1.1),S001,6.6292,-1.016
NIRS,lt2,Huber(ε=1.1),S002,2.8485,0.225
NIRS,lt2,Huber(ε=1.1),S003,9.9371,-1.213
NIRS,lt2,Huber(ε=1.1),S004,1.1045,0.887
NIRS,lt2,Huber(ε=1.1),S005,4.1124,0.33
NIRS,lt2,Huber(ε=1.1),S006,2.861,0.094
NIRS,lt2,Huber(ε=1.1),S007,2.776,-0.503
NIRS,lt2,Huber(ε=1.1),S008,2.4186,0.359
NIRS,lt2,Huber(ε=1.1),S009,6.1453,0.28
NIRS,lt2,Huber(ε=1.1),S010,5.0396,0.444
NIRS,lt2,Huber(ε=1.1),S011,4.1371,-0.088
NIRS,lt2,Huber(ε=1.1),S012,39.8986,-143.48
NIRS,lt2,Huber(ε=1.1),S013,4.1821,0.315
NIRS,lt2,Huber(ε=1.1),S014,3.3452,0.44
NIRS,lt2,Huber(ε=1.1),S016,7.7611,-3.152
NIRS,lt2,Huber(ε=1.1),S017,3.175,0.51
NIRS,lt2,Huber(ε=1.1),S018,4.0158,-4.155
NIRS,lt2,Huber(ε=1.1),S019,6.8323,-0.127
NIRS,lt2,Huber(ε=1.35),S001,6.5359,-0.974
NIRS,lt2,Huber(ε=1.35),S002,3.2314,0.053
NIRS,lt2,Huber(ε=1.35),S003,9.5781,-1.06
NIRS,lt2,Huber(ε=1.35),S004,1.1905,0.872
NIRS,lt2,Huber(ε=1.35),S005,4.0935,0.321
NIRS,lt2,Huber(ε=1.35),S006,2.5664,0.261
NIRS,lt2,Huber(ε=1.35),S007,3.7102,-1.434
NIRS,lt2,Huber(ε=1.35),S008,2.2764,0.416
NIRS,lt2,Huber(ε=1.35),S009,6.183,0.274
NIRS,lt2,Huber(ε=1.35),S010,5.0852,0.433
NIRS,lt2,Huber(ε=1.35),S011,4.1841,-0.16
NIRS,lt2,Huber(ε=1.35),S012,35.6381,-116.26
NIRS,lt2,Huber(ε=1.35),S013,4.1167,0.332
NIRS,lt2,Huber(ε=1.35),S014,3.249,0.469
NIRS,lt2,Huber(ε=1.35),S016,8.0815,-3.527
NIRS,lt2,Huber(ε=1.35),S017,3.558,0.354
NIRS,lt2,Huber(ε=1.35),S018,3.8382,-3.826
NIRS,lt2,Huber(ε=1.35),S019,6.7094,-0.092
NIRS,lt2,Huber(ε=1.5),S001,6.6568,-1.039
NIRS,lt2,Huber(ε=1.5),S002,3.4311,-0.049
NIRS,lt2,Huber(ε=1.5),S003,9.3815,-0.985
NIRS,lt2,Huber(ε=1.5),S004,1.2226,0.864
NIRS,lt2,Huber(ε=1.5),S005,4.1994,0.29
NIRS,lt2,Huber(ε=1.5),S006,2.4837,0.304
NIRS,lt2,Huber(ε=1.5),S007,3.7494,-1.477
NIRS,lt2,Huber(ε=1.5),S008,2.2395,0.427
NIRS,lt2,Huber(ε=1.5),S009,6.0833,0.294
NIRS,lt2,Huber(ε=1.5),S010,5.1104,0.428
NIRS,lt2,Huber(ε=1.5),S011,4.2951,-0.23
NIRS,lt2,Huber(ε=1.5),S012,34.0572,-107.033
NIRS,lt2,Huber(ε=1.5),S013,4.0655,0.349
NIRS,lt2,Huber(ε=1.5),S014,3.2484,0.469
NIRS,lt2,Huber(ε=1.5),S016,8.125,-3.581
NIRS,lt2,Huber(ε=1.5),S017,3.7656,0.274
NIRS,lt2,Huber(ε=1.5),S018,3.6671,-3.517
NIRS,lt2,Huber(ε=1.5),S019,6.7705,-0.11
NIRS,lt2,Huber(ε=2.0),S001,6.9417,-1.19
NIRS,lt2,Huber(ε=2.0),S002,3.5757,-0.151
NIRS,lt2,Huber(ε=2.0),S003,9.1558,-0.909
NIRS,lt2,Huber(ε=2.0),S004,1.2786,0.85
NIRS,lt2,Huber(ε=2.0),S005,4.4081,0.235
NIRS,lt2,Huber(ε=2.0),S006,2.2971,0.394
NIRS,lt2,Huber(ε=2.0),S007,4.0689,-1.868
NIRS,lt2,Huber(ε=2.0),S008,2.0566,0.494
NIRS,lt2,Huber(ε=2.0),S009,5.8609,0.334
NIRS,lt2,Huber(ε=2.0),S010,5.2931,0.386
NIRS,lt2,Huber(ε=2.0),S011,4.5804,-0.398
NIRS,lt2,Huber(ε=2.0),S012,31.0511,-89.659
NIRS,lt2,Huber(ε=2.0),S013,3.9353,0.395
NIRS,lt2,Huber(ε=2.0),S014,3.1736,0.495
NIRS,lt2,Huber(ε=2.0),S016,7.9552,-3.432
NIRS,lt2,Huber(ε=2.0),S017,4.1191,0.126
NIRS,lt2,Huber(ε=2.0),S018,3.2978,-2.868
NIRS,lt2,Huber(ε=2.0),S019,6.8599,-0.131
NIRS,lt2,"EN(α=0.01,l1=0.2)",S001,7.0551,-1.235
NIRS,lt2,"EN(α=0.01,l1=0.2)",S002,2.5935,0.271
NIRS,lt2,"EN(α=0.01,l1=0.2)",S003,9.3161,-0.957
NIRS,lt2,"EN(α=0.01,l1=0.2)",S004,1.348,0.829
NIRS,lt2,"EN(α=0.01,l1=0.2)",S005,4.5956,0.191
NIRS,lt2,"EN(α=0.01,l1=0.2)",S006,2.1179,0.472
NIRS,lt2,"EN(α=0.01,l1=0.2)",S007,2.6606,-0.381
NIRS,lt2,"EN(α=0.01,l1=0.2)",S008,2.0264,0.502
NIRS,lt2,"EN(α=0.01,l1=0.2)",S009,5.9571,0.306
NIRS,lt2,"EN(α=0.01,l1=0.2)",S010,4.8987,0.474
NIRS,lt2,"EN(α=0.01,l1=0.2)",S011,4.1392,-0.22
NIRS,lt2,"EN(α=0.01,l1=0.2)",S012,15.7524,-21.891
NIRS,lt2,"EN(α=0.01,l1=0.2)",S013,3.7858,0.464
NIRS,lt2,"EN(α=0.01,l1=0.2)",S014,3.274,0.466
NIRS,lt2,"EN(α=0.01,l1=0.2)",S016,6.2828,-1.867
NIRS,lt2,"EN(α=0.01,l1=0.2)",S017,4.2343,0.077
NIRS,lt2,"EN(α=0.01,l1=0.2)",S018,2.7914,-1.974
NIRS,lt2,"EN(α=0.01,l1=0.2)",S019,6.3222,0.023
NIRS,lt2,"EN(α=0.01,l1=0.5)",S001,7.0543,-1.238
NIRS,lt2,"EN(α=0.01,l1=0.5)",S002,2.8768,0.154
NIRS,lt2,"EN(α=0.01,l1=0.5)",S003,9.2265,-0.924
NIRS,lt2,"EN(α=0.01,l1=0.5)",S004,1.3342,0.834
NIRS,lt2,"EN(α=0.01,l1=0.5)",S005,4.5484,0.202
NIRS,lt2,"EN(α=0.01,l1=0.5)",S006,2.1423,0.462
NIRS,lt2,"EN(α=0.01,l1=0.5)",S007,3.1655,-0.899
NIRS,lt2,"EN(α=0.01,l1=0.5)",S008,2.0219,0.506
NIRS,lt2,"EN(α=0.01,l1=0.5)",S009,5.9298,0.314
NIRS,lt2,"EN(α=0.01,l1=0.5)",S010,5.0351,0.444
NIRS,lt2,"EN(α=0.01,l1=0.5)",S011,4.3004,-0.287
NIRS,lt2,"EN(α=0.01,l1=0.5)",S012,17.7211,-30.014
NIRS,lt2,"EN(α=0.01,l1=0.5)",S013,3.8162,0.447
NIRS,lt2,"EN(α=0.01,l1=0.5)",S014,3.2246,0.481
NIRS,lt2,"EN(α=0.01,l1=0.5)",S016,6.7555,-2.285
NIRS,lt2,"EN(α=0.01,l1=0.5)",S017,4.2111,0.087
NIRS,lt2,"EN(α=0.01,l1=0.5)",S018,2.9309,-2.217
NIRS,lt2,"EN(α=0.01,l1=0.5)",S019,6.4615,-0.017
NIRS,lt2,"EN(α=0.01,l1=0.9)",S001,7.0457,-1.24
NIRS,lt2,"EN(α=0.01,l1=0.9)",S002,3.3974,-0.075
NIRS,lt2,"EN(α=0.01,l1=0.9)",S003,9.0803,-0.869
NIRS,lt2,"EN(α=0.01,l1=0.9)",S004,1.32,0.839
NIRS,lt2,"EN(α=0.01,l1=0.9)",S005,4.4828,0.216
NIRS,lt2,"EN(α=0.01,l1=0.9)",S006,2.1828,0.446
NIRS,lt2,"EN(α=0.01,l1=0.9)",S007,4.1761,-2.004
NIRS,lt2,"EN(α=0.01,l1=0.9)",S008,2.0228,0.507
NIRS,lt2,"EN(α=0.01,l1=0.9)",S009,5.8935,0.325
NIRS,lt2,"EN(α=0.01,l1=0.9)",S010,5.2948,0.386
NIRS,lt2,"EN(α=0.01,l1=0.9)",S011,4.5705,-0.406
NIRS,lt2,"EN(α=0.01,l1=0.9)",S012,25.5781,-61.734
NIRS,lt2,"EN(α=0.01,l1=0.9)",S013,3.8628,0.422
NIRS,lt2,"EN(α=0.01,l1=0.9)",S014,3.1523,0.504
NIRS,lt2,"EN(α=0.01,l1=0.9)",S016,7.5608,-3.059
NIRS,lt2,"EN(α=0.01,l1=0.9)",S017,4.1719,0.103
NIRS,lt2,"EN(α=0.01,l1=0.9)",S018,3.1758,-2.66
NIRS,lt2,"EN(α=0.01,l1=0.9)",S019,6.7352,-0.094
NIRS,lt2,"EN(α=0.1,l1=0.2)",S001,6.8988,-1.126
NIRS,lt2,"EN(α=0.1,l1=0.2)",S002,2.026,0.576
NIRS,lt2,"EN(α=0.1,l1=0.2)",S003,9.8217,-1.077
NIRS,lt2,"EN(α=0.1,l1=0.2)",S004,1.7194,0.727
NIRS,lt2,"EN(α=0.1,l1=0.2)",S005,5.2739,-0.033
NIRS,lt2,"EN(α=0.1,l1=0.2)",S006,1.9657,0.551
NIRS,lt2,"EN(α=0.1,l1=0.2)",S007,1.9756,0.036
NIRS,lt2,"EN(α=0.1,l1=0.2)",S008,2.0531,0.446
NIRS,lt2,"EN(α=0.1,l1=0.2)",S009,6.3956,0.182
NIRS,lt2,"EN(α=0.1,l1=0.2)",S010,4.1608,0.61
NIRS,lt2,"EN(α=0.1,l1=0.2)",S011,3.2514,0.154
NIRS,lt2,"EN(α=0.1,l1=0.2)",S012,6.6456,-2.069
NIRS,lt2,"EN(α=0.1,l1=0.2)",S013,3.2164,0.647
NIRS,lt2,"EN(α=0.1,l1=0.2)",S014,3.8308,0.272
NIRS,lt2,"EN(α=0.1,l1=0.2)",S016,3.7775,0.109
NIRS,lt2,"EN(α=0.1,l1=0.2)",S017,4.315,0.052
NIRS,lt2,"EN(α=0.1,l1=0.2)",S018,2.179,-0.711
NIRS,lt2,"EN(α=0.1,l1=0.2)",S019,5.4579,0.248
NIRS,lt2,"EN(α=0.1,l1=0.5)",S001,6.9685,-1.167
NIRS,lt2,"EN(α=0.1,l1=0.5)",S002,1.9484,0.599
NIRS,lt2,"EN(α=0.1,l1=0.5)",S003,9.8077,-1.105
NIRS,lt2,"EN(α=0.1,l1=0.5)",S004,1.5942,0.758
NIRS,lt2,"EN(α=0.1,l1=0.5)",S005,5.0744,0.04
NIRS,lt2,"EN(α=0.1,l1=0.5)",S006,1.9875,0.538
NIRS,lt2,"EN(α=0.1,l1=0.5)",S007,1.3487,0.412
NIRS,lt2,"EN(α=0.1,l1=0.5)",S008,2.0583,0.457
NIRS,lt2,"EN(α=0.1,l1=0.5)",S009,6.2601,0.22
NIRS,lt2,"EN(α=0.1,l1=0.5)",S010,4.2796,0.596
NIRS,lt2,"EN(α=0.1,l1=0.5)",S011,3.3632,0.107
NIRS,lt2,"EN(α=0.1,l1=0.5)",S012,8.616,-4.212
NIRS,lt2,"EN(α=0.1,l1=0.5)",S013,3.4199,0.6
NIRS,lt2,"EN(α=0.1,l1=0.5)",S014,3.6853,0.326
NIRS,lt2,"EN(α=0.1,l1=0.5)",S016,4.089,-0.098
NIRS,lt2,"EN(α=0.1,l1=0.5)",S017,4.3269,0.043
NIRS,lt2,"EN(α=0.1,l1=0.5)",S018,2.2505,-0.872
NIRS,lt2,"EN(α=0.1,l1=0.5)",S019,5.6252,0.207
NIRS,lt2,"EN(α=0.1,l1=0.9)",S001,7.0681,-1.239
NIRS,lt2,"EN(α=0.1,l1=0.9)",S002,2.3978,0.347
NIRS,lt2,"EN(α=0.1,l1=0.9)",S003,9.3909,-0.984
NIRS,lt2,"EN(α=0.1,l1=0.9)",S004,1.3589,0.824
NIRS,lt2,"EN(α=0.1,l1=0.9)",S005,4.6388,0.179
NIRS,lt2,"EN(α=0.1,l1=0.9)",S006,2.105,0.478
NIRS,lt2,"EN(α=0.1,l1=0.9)",S007,2.3602,-0.066
NIRS,lt2,"EN(α=0.1,l1=0.9)",S008,2.0334,0.498
NIRS,lt2,"EN(α=0.1,l1=0.9)",S009,5.9853,0.298
NIRS,lt2,"EN(α=0.1,l1=0.9)",S010,4.8032,0.495
NIRS,lt2,"EN(α=0.1,l1=0.9)",S011,4.0378,-0.179
NIRS,lt2,"EN(α=0.1,l1=0.9)",S012,14.8057,-18.082
NIRS,lt2,"EN(α=0.1,l1=0.9)",S013,3.7539,0.479
NIRS,lt2,"EN(α=0.1,l1=0.9)",S014,3.3086,0.455
NIRS,lt2,"EN(α=0.1,l1=0.9)",S016,5.9778,-1.603
NIRS,lt2,"EN(α=0.1,l1=0.9)",S017,4.2421,0.074
NIRS,lt2,"EN(α=0.1,l1=0.9)",S018,2.7049,-1.815
NIRS,lt2,"EN(α=0.1,l1=0.9)",S019,6.2341,0.049
NIRS,lt2,"EN(α=1.0,l1=0.2)",S001,6.2741,-0.824
NIRS,lt2,"EN(α=1.0,l1=0.2)",S002,2.6455,0.301
NIRS,lt2,"EN(α=1.0,l1=0.2)",S003,7.6877,-0.117
NIRS,lt2,"EN(α=1.0,l1=0.2)",S004,2.3916,0.516
NIRS,lt2,"EN(α=1.0,l1=0.2)",S005,6.0192,-0.368
NIRS,lt2,"EN(α=1.0,l1=0.2)",S006,2.4127,0.277
NIRS,lt2,"EN(α=1.0,l1=0.2)",S007,3.7006,-1.243
NIRS,lt2,"EN(α=1.0,l1=0.2)",S008,2.3849,0.375
NIRS,lt2,"EN(α=1.0,l1=0.2)",S009,7.1403,-0.038
NIRS,lt2,"EN(α=1.0,l1=0.2)",S010,4.4155,0.523
NIRS,lt2,"EN(α=1.0,l1=0.2)",S011,3.4246,0.062
NIRS,lt2,"EN(α=1.0,l1=0.2)",S012,2.3619,0.492
NIRS,lt2,"EN(α=1.0,l1=0.2)",S013,2.6223,0.705
NIRS,lt2,"EN(α=1.0,l1=0.2)",S014,4.5831,-0.042
NIRS,lt2,"EN(α=1.0,l1=0.2)",S016,3.4316,-0.005
NIRS,lt2,"EN(α=1.0,l1=0.2)",S017,4.1156,0.183
NIRS,lt2,"EN(α=1.0,l1=0.2)",S018,1.9864,-0.345
NIRS,lt2,"EN(α=1.0,l1=0.2)",S019,5.0472,0.352
NIRS,lt2,"EN(α=1.0,l1=0.5)",S001,6.4104,-0.887
NIRS,lt2,"EN(α=1.0,l1=0.5)",S002,2.527,0.359
NIRS,lt2,"EN(α=1.0,l1=0.5)",S003,8.4539,-0.354
NIRS,lt2,"EN(α=1.0,l1=0.5)",S004,2.2402,0.572
NIRS,lt2,"EN(α=1.0,l1=0.5)",S005,5.9661,-0.332
