model_id,architecture_id,family,target,selected_epoch,n_folds,n_epochs_mean,final_train_mae_mean,final_train_mae_std,final_train_loss_mean,train_mae_slope_last_K_mean,train_loss_slope_last_K_mean,training_instability_mean,converged_rate,relative_change_last_K_mean,stability_window_epochs,convergence_relative_threshold
LSTM3_17d0b10c,LSTM3,LSTM,lt2,80,18,80.0,0.06827283735969741,0.001590925293094917,0.009131246606678679,-2.0337904142566854e-05,-8.72457752045164e-06,0.7279533512759749,0.8888888888888888,0.025266414638683725,10,0.05
LSTM3_e762c7cc,LSTM3,LSTM,lt2,80,18,80.0,0.06884440995630108,0.0014003847740817158,0.009356861360830568,-0.0001324287714980513,-4.0773294938704804e-05,0.7103107609252236,0.8333333333333334,0.02727658560601251,10,0.05
LSTM4_471c2e21,LSTM4,LSTM,lt1,80,18,80.0,0.07130934464361333,0.001044631612727263,0.009782346921616367,-0.00013678721050441436,-2.2617977814284065e-05,0.741608876061466,0.7777777777777778,0.02833038227082496,10,0.05
LSTM4_f26e42e0,LSTM4,LSTM,lt1,80,18,80.0,0.07130934464361333,0.001044631612727263,0.009782346921616367,-0.00013678721050441436,-2.2617977814284065e-05,0.741608876061466,0.7777777777777778,0.02833038227082496,10,0.05
LSTM4_7f17da1f,LSTM4,LSTM,lt1,80,18,80.0,0.06922998648305283,0.0011172267068098375,0.009400147294955828,-3.419862445810981e-05,-1.2915563523042124e-05,0.7882639927990165,0.8888888888888888,0.019954937999464233,10,0.05
LSTM4_0ce14d1c,LSTM4,LSTM,lt1,80,18,80.0,0.07051569213242942,0.0018717219270847696,0.00962795755769658,-5.243169033860251e-05,-1.8469315622867464e-05,0.7271078833013774,0.8888888888888888,0.019187225639015662,10,0.05
LSTM4_4045bebd,LSTM4,LSTM,lt1,80,18,80.0,0.06783852100883647,0.0018020232399796393,0.009215025780509017,-0.00010414640662437283,-3.187922306534347e-05,0.6784451208885158,0.8333333333333334,0.02548533679139635,10,0.05
LSTM4_c88bc0e2,LSTM4,LSTM,lt1,80,18,80.0,0.06840020607632592,0.001414447196665177,0.00932784055149945,-5.162465695100184e-05,-9.563575225541863e-06,0.7680827760574354,1.0,0.016603979166342632,10,0.05
LSTM4_4e35eb65,LSTM4,LSTM,lt2,80,18,80.0,0.07230031742719935,0.002040258116194932,0.009857540000883574,1.7148127474330988e-06,-5.0758489879633565e-06,0.7808560893752761,0.7222222222222222,0.031214965357158682,10,0.05
LSTM4_5c698dac,LSTM4,LSTM,lt2,80,18,80.0,0.07230031742719935,0.002040258116194932,0.009857540000883574,1.7148127474330988e-06,-5.0758489879633565e-06,0.7808560893752761,0.7222222222222222,0.031214965357158682,10,0.05
LSTM4_2f2a4e4b,LSTM4,LSTM,lt2,80,18,80.0,0.06952065494315934,0.0024057374497988807,0.009432082250360706,-0.0001533582422451817,-2.7936900588822844e-05,0.7577929865307922,0.8333333333333334,0.032924793648681894,10,0.05
LSTM4_1adcbc2f,LSTM4,LSTM,lt2,80,18,80.0,0.06952422249578949,0.0017604281318299138,0.009380548548770306,-0.00023712787366688974,-4.847193104838847e-05,0.7450575100280639,0.6666666666666666,0.036434693174607485,10,0.05
LSTM4_d2c60246,LSTM4,LSTM,lt2,80,18,80.0,0.06736638761277643,0.001833699239971941,0.00905098333124434,-0.00011086949108299958,-2.626483757265065e-05,0.7081701213542995,0.8888888888888888,0.026393116939295393,10,0.05
LSTM4_7194d9ea,LSTM4,LSTM,lt2,80,18,80.0,0.06803189070381188,0.0011749713245183466,0.00909942693061481,-0.00012067418705349883,-3.396881559051764e-05,0.7360801665733478,0.9444444444444444,0.02759431598549478,10,0.05
LSTM5_ed7a8f5b,LSTM5,LSTM,lt1,80,18,80.0,0.08085860598862048,0.0025165620644565677,0.012254138297018678,-0.00011375023290233728,-2.636118983835398e-05,0.7336906610485633,0.9444444444444444,0.021035957841790045,10,0.05
LSTM5_20c5b639,LSTM5,LSTM,lt1,80,18,80.0,0.08085860598862048,0.0025165620644565677,0.012254138297018678,-0.00011375023290233728,-2.636118983835398e-05,0.7336906610485633,0.9444444444444444,0.021035957841790045,10,0.05
LSTM5_1d631944,LSTM5,LSTM,lt1,80,18,80.0,0.07427094530268372,0.0009981533664703928,0.010521604882957315,-9.882742527343736e-05,-1.70878021620025e-05,0.702141828092081,0.9444444444444444,0.0170382995013802,10,0.05
LSTM5_bb47e539,LSTM5,LSTM,lt1,80,18,80.0,0.07642447058549552,0.001242489584586748,0.01102039510472974,-3.3144232489565414e-05,-4.880694278540328e-06,0.6717374926769666,1.0,0.018768850293150483,10,0.05
LSTM5_f23f455b,LSTM5,LSTM,lt1,80,18,80.0,0.07197013311868407,0.0020990265328668235,0.010256213548732466,-3.5075859437739135e-05,-2.454132520057184e-06,0.7358906637459746,0.8888888888888888,0.02320319406944949,10,0.05
LSTM5_c7640be2,LSTM5,LSTM,lt1,80,18,80.0,0.07276803063182202,0.0012258129552808264,0.010209436187044198,3.2669435700774716e-06,1.236883843926553e-06,0.7611649234907458,1.0,0.016221434816815816,10,0.05
LSTM5_dee805ee,LSTM5,LSTM,lt2,80,18,80.0,0.0845235766405123,0.0027435059960959317,0.013342369269005316,-0.00024416961024706927,-6.411584941713016e-05,0.7130249372014736,0.7222222222222222,0.03385799786163236,10,0.05
LSTM5_dd61e5b5,LSTM5,LSTM,lt2,80,18,80.0,0.0845235766405123,0.0027435059960959317,0.013342369269005316,-0.00024416961024706927,-6.411584941713016e-05,0.7130249372014736,0.7222222222222222,0.03385799786163236,10,0.05
LSTM5_e64aec3a,LSTM5,LSTM,lt2,80,18,80.0,0.07505510371669197,0.0014301478307425695,0.010600332410582483,-0.00016574551542807998,-4.43593663071799e-05,0.7631750339250554,0.7777777777777778,0.026323493668057696,10,0.05
LSTM5_c6769266,LSTM5,LSTM,lt2,80,18,80.0,0.07693615337376249,0.0020762334666053358,0.011068921947805194,-0.00017545562068534972,-4.6401913467806664e-05,0.7276316805214045,0.7222222222222222,0.03557395516290035,10,0.05
LSTM5_0470318e,LSTM5,LSTM,lt2,80,18,80.0,0.0712037315938819,0.001362201744662526,0.009810441364838357,-5.19721927548119e-05,-1.5042069961310256e-05,0.7048322826596061,0.8888888888888888,0.026182239061958695,10,0.05
LSTM5_6c330f22,LSTM5,LSTM,lt2,80,18,80.0,0.07217575604755382,0.0017759095224210908,0.009994194302874734,-0.00014733288067184612,-3.6219145360102596e-05,0.733326034494794,0.9444444444444444,0.029645447915428478,10,0.05
LSTM6_fe938b54,LSTM6,LSTM,lt1,80,18,80.0,0.07666311006493283,0.002039891956918684,0.011114296796499194,-5.127630952141385e-05,-9.565051625164546e-06,0.715049086433278,0.9444444444444444,0.016315218836878614,10,0.05
LSTM6_1c5d1b6c,LSTM6,LSTM,lt1,80,18,80.0,0.07666311006493283,0.002039891956918684,0.011114296796499194,-5.127630952141385e-05,-9.565051625164546e-06,0.715049086433278,0.9444444444444444,0.016315218836878614,10,0.05
LSTM6_5a731532,LSTM6,LSTM,lt1,80,18,80.0,0.07400257461383437,0.0013052826147723615,0.010535505677983906,-1.3436553462170886e-05,4.006746674726965e-06,0.8248510930468383,0.9444444444444444,0.02169155432840323,10,0.05
LSTM6_01251ec3,LSTM6,LSTM,lt1,80,18,80.0,0.07398864679024274,0.0018270913883472672,0.010459425329238983,-7.469796797378626e-05,-1.7688692477457765e-05,0.7030671463767817,0.8333333333333334,0.030316101402554554,10,0.05
LSTM6_6790598b,LSTM6,LSTM,lt1,80,18,80.0,0.07149509393388784,0.0019108037305495557,0.010004234714318523,-3.576902237203843e-05,-1.2730371323572827e-05,0.6159755990635563,0.8333333333333334,0.03206799958751514,10,0.05
LSTM6_6e20623a,LSTM6,LSTM,lt1,80,18,80.0,0.07165448194887747,0.0013925617665940387,0.010066226122133783,-0.000126308791004207,-2.577564669662471e-05,0.7218067632692222,0.9444444444444444,0.02408508912038484,10,0.05
LSTM6_bdba9949,LSTM6,LSTM,lt2,80,18,80.0,0.07606697092682164,0.0013115709495037447,0.010794160358625696,-0.00015713020039620037,-3.8471825428022555e-05,0.7556582502768345,0.9444444444444444,0.022164954178693755,10,0.05
LSTM6_0a93d11c,LSTM6,LSTM,lt2,80,18,80.0,0.07606697092682164,0.0013115709495037447,0.010794160358625696,-0.00015713020039620037,-3.8471825428022555e-05,0.7556582502768345,0.9444444444444444,0.022164954178693755,10,0.05
LSTM6_5a3e8ff7,LSTM6,LSTM,lt2,80,18,80.0,0.07324035532252117,0.0017133961920776965,0.010197090062766423,-0.00010086380653351463,-2.996542485100752e-05,0.719301861891752,0.9444444444444444,0.022821261693096756,10,0.05
LSTM6_f74feac3,LSTM6,LSTM,lt2,80,18,80.0,0.07395289094630858,0.0013058181667901854,0.010386813385580347,-9.59957179152697e-05,-2.6118789938452523e-05,0.711997284428541,0.8888888888888888,0.022633054110459697,10,0.05
LSTM6_b67842d0,LSTM6,LSTM,lt2,80,18,80.0,0.07029228793168198,0.0015570418703495957,0.00965867254791203,-0.000150061711214048,-3.974028158532829e-05,0.7052584712946797,0.8888888888888888,0.02690917907101447,10,0.05
LSTM6_d640eda3,LSTM6,LSTM,lt2,80,18,80.0,0.07160049973057783,0.0015213072786095401,0.009886120656099456,-8.509897627416866e-05,-1.559509685572956e-05,0.7673382028647588,0.9444444444444444,0.019492508823542323,10,0.05
LSTM7_4d83894b,LSTM7,LSTM,lt1,20,18,20.0,0.21008259831907589,0.016117536086958033,0.09782211284617749,-0.005017090469112332,-0.004159748103387523,0.7441965052154478,0.0,0.2214338652115893,10,0.05
LSTM7_07154f5e,LSTM7,LSTM,lt1,20,18,20.0,0.20818986152862803,0.017433977905107798,0.09867819238936806,-0.004743003181577322,-0.0034898387820330367,0.7848460681214232,0.0,0.20968867917506867,10,0.05
LSTM7_a99ec70b,LSTM7,LSTM,lt1,20,18,20.0,0.1858871383167066,0.01554268978460203,0.06963709708129179,-0.004770546593838628,-0.003892937461709057,0.7843754737068624,0.05555555555555555,0.23118780063669955,10,0.05
LSTM7_6f558865,LSTM7,LSTM,lt1,20,18,20.0,0.1891469335875196,0.01132072260778651,0.0740026430189235,-0.004985058105587724,-0.00394897267253307,0.7866577613729908,0.0,0.2407695789040554,10,0.05
LSTM7_67b72770,LSTM7,LSTM,lt1,20,18,20.0,0.17183020419887565,0.014365997937071311,0.05945054145425589,-0.0038152939495733748,-0.002967135935390685,0.7254733272832401,0.0,0.19985735335723698,10,0.05
LSTM7_71222712,LSTM7,LSTM,lt1,20,18,20.0,0.17563806729335216,0.012742854598190679,0.06280831016369152,-0.004692204791041508,-0.003646709029373066,0.7179427989769209,0.05555555555555555,0.24392544133394908,10,0.05
LSTM7_ee5fdcc4,LSTM7,LSTM,lt2,20,18,20.0,0.24709468568268939,0.018167727067593873,0.1451663135307408,-0.006428953016410095,-0.0068259846423613345,0.7779097210544186,0.05555555555555555,0.23367787012016222,10,0.05
LSTM7_2d73282b,LSTM7,LSTM,lt2,20,18,20.0,0.24720215439822976,0.018121026040996916,0.1441534628790657,-0.006538936584057718,-0.007446601360593096,0.7732582649712731,0.0,0.23744159908525145,10,0.05
LSTM7_bc7a1d9a,LSTM7,LSTM,lt2,20,18,20.0,0.1739669370562612,0.010786686486710677,0.05967134093433503,-0.005333301008886872,-0.0039035616172270493,0.7225984587354147,0.0,0.27048552751147054,10,0.05
LSTM7_a8dbf2a9,LSTM7,LSTM,lt2,20,18,20.0,0.18215597943247905,0.020730441820274316,0.06899302679318638,-0.0059981048831201055,-0.005124930599886191,0.8053575020593755,0.0,0.29190794548270504,10,0.05
LSTM7_efc89e5e,LSTM7,LSTM,lt2,20,18,20.0,0.15617406137506396,0.015043345371216021,0.046816641561193376,-0.00410174736818332,-0.0024287891737458,0.7383785509648116,0.0,0.2400788159043334,10,0.05
LSTM7_4ce9f0bc,LSTM7,LSTM,lt2,20,18,20.0,0.1593005625264582,0.014206052271461104,0.05047956042963499,-0.005078755152788074,-0.0035895259909941063,0.6578573102379334,0.0,0.2767440215547336,10,0.05
LSTM8_9e0bcf85,LSTM8,LSTM,lt1,20,18,20.0,0.20734936986974017,0.012519776182713126,0.08908074376017032,-0.0041334005068814315,-0.0039363600266569465,0.7475808074716425,0.05555555555555555,0.18668684300863286,10,0.05
LSTM8_95a21764,LSTM8,LSTM,lt1,20,18,20.0,0.2042436952348713,0.01331748836057291,0.08975489415302317,-0.0051374103847830295,-0.004400745755335474,0.7407463900781854,0.0,0.22592460852985377,10,0.05
LSTM8_7db78506,LSTM8,LSTM,lt1,20,18,20.0,0.1840855446872603,0.01240760965314679,0.06740000890041115,-0.005659546385380743,-0.004565337025479079,0.7294593298108724,0.05555555555555555,0.2697476342790986,10,0.05
LSTM8_9babfb3f,LSTM8,LSTM,lt1,20,18,20.0,0.1928394159918584,0.020885917820924395,0.0713580452535646,-0.0057039244472186345,-0.004812066958642775,0.7478589361576019,0.0,0.2676984450406804,10,0.05
LSTM8_14219d3e,LSTM8,LSTM,lt1,20,18,20.0,0.17283344458942665,0.012431070348255352,0.059762609634139534,-0.005086562366793773,-0.003500420347811819,0.718554504462748,0.0,0.2667799276999421,10,0.05
LSTM8_59b3d2a5,LSTM8,LSTM,lt1,20,18,20.0,0.18075781981459413,0.014906570841759255,0.06311160067135453,-0.004302125677799614,-0.0033837365599398575,0.769335998679824,0.0,0.2188746735068262,10,0.05
LSTM8_533e12de,LSTM8,LSTM,lt2,20,18,20.0,0.18911969504880036,0.01002550335215672,0.06846162773562986,-0.007434563150569528,-0.006323655536234051,0.7691815959149987,0.0,0.3414808124259005,10,0.05
LSTM8_4a17b70e,LSTM8,LSTM,lt2,20,18,20.0,0.18592287657218176,0.012058596860439297,0.06579898811687884,-0.00898197215421993,-0.008068367550142173,0.7508820346934878,0.0,0.4055127372586736,10,0.05
LSTM8_588f87ec,LSTM8,LSTM,lt2,20,18,20.0,0.17179607005233305,0.013454810623841976,0.055283136258685105,-0.00613377086591583,-0.004430380588349007,0.7450131192153483,0.0,0.31109140992871664,10,0.05
LSTM8_be562c6d,LSTM8,LSTM,lt2,20,18,20.0,0.17239781896958162,0.011627848589021005,0.05480722440714854,-0.006126693751457793,-0.004422633199394108,0.7945804513996761,0.05555555555555555,0.3163874007568758,10,0.05
LSTM8_1ca5e561,LSTM8,LSTM,lt2,20,18,20.0,0.15688399058044766,0.01624862530092061,0.04481594641574771,-0.003366219018085652,-0.002235008173011425,0.6671648618026249,0.05555555555555555,0.20630374310554628,10,0.05
LSTM8_79054ee9,LSTM8,LSTM,lt2,20,18,20.0,0.15937057565860605,0.012740967050306388,0.04580612134649927,-0.003964378244929105,-0.002699980235816024,0.7556958551675231,0.0,0.22437844212419464,10,0.05
LSTM9_cf7e25d2,LSTM9,LSTM,lt1,20,18,20.0,0.2123625666770295,0.012990976663456345,0.09914481584232498,-0.005818665589990949,-0.0047286107092082315,0.7985197821079901,0.0,0.24400283330551792,10,0.05
LSTM9_8cefcc10,LSTM9,LSTM,lt1,20,18,20.0,0.2210314204379539,0.015814443141614887,0.10232827232671476,-0.0047576629998188884,-0.003910290344269942,0.8346430376628461,0.05555555555555555,0.20008959907376964,10,0.05
LSTM9_0a78026a,LSTM9,LSTM,lt1,20,18,20.0,0.20019345838649294,0.017674137258844796,0.07847549660349046,-0.004214086019008779,-0.0036021898034625083,0.7207197856376804,0.05555555555555555,0.2000996466209149,10,0.05
LSTM9_10ff2129,LSTM9,LSTM,lt1,20,18,20.0,0.2052614036660945,0.0174062336913881,0.0845235693249346,-0.005177140220964021,-0.004029813079162936,0.7036540614996656,0.0,0.2286532515127474,10,0.05
LSTM9_6b4b35c1,LSTM9,LSTM,lt1,20,18,20.0,0.18668370622895572,0.014503663259564713,0.07055513485243879,-0.004729770802621176,-0.003612906884815089,0.6754591629529912,0.1111111111111111,0.22888334181531805,10,0.05
LSTM9_c7d9edca,LSTM9,LSTM,lt1,20,18,20.0,0.18922610026549475,0.01803328693542454,0.07166032921319482,-0.0045694831099196455,-0.003608474574032436,0.7134660807121114,0.16666666666666666,0.22074389606129888,10,0.05
LSTM9_bd61410e,LSTM9,LSTM,lt2,20,18,20.0,0.2601455245189088,0.018558899672684825,0.1649650994100655,-0.006089737340612075,-0.006367231422381091,0.7216943007010971,0.0,0.2153686639860892,10,0.05
LSTM9_7c68919e,LSTM9,LSTM,lt2,20,18,20.0,0.2546203747202906,0.018886754370800618,0.16130566832618215,-0.006419847981673938,-0.005844958008260967,0.6952166333117513,0.0,0.22383544721802867,10,0.05
LSTM9_5459641f,LSTM9,LSTM,lt2,20,18,20.0,0.1951416973801163,0.01822094104405207,0.07625513886947385,-0.005164847362781582,-0.004101202870996462,0.7547099125406078,0.0,0.23972718394022127,10,0.05
LSTM9_9d7d8fa8,LSTM9,LSTM,lt2,20,18,20.0,0.2008486759647249,0.012192436931883033,0.08361745741147963,-0.006242005697300349,-0.005216220350325418,0.713917941818213,0.0,0.2780252330875251,10,0.05
LSTM9_794ba22c,LSTM9,LSTM,lt2,20,18,20.0,0.17191744684103707,0.018545311997809684,0.05651333292851589,-0.004880105358238966,-0.0034156096927541475,0.7087488040598859,0.0,0.25614603821527426,10,0.05
LSTM9_32ec1f98,LSTM9,LSTM,lt2,20,18,20.0,0.17883160773441642,0.016230380610897578,0.0614364808316311,-0.00457103060656259,-0.003403089617248021,0.7000149958031047,0.0,0.22751052341095507,10,0.05
TCN1_bba44bd4,TCN1,TCN,lt1,40,18,40.0,0.04282573095029549,0.0017763026753797044,0.003741584948368611,-0.0003919916071668078,-7.082073644684235e-05,0.7728665227676763,0.05555555555555555,0.08844499619644908,10,0.05
TCN1_2e5bfeb5,TCN1,TCN,lt1,40,18,40.0,0.04282573095029549,0.0017763026753797044,0.003741584948368611,-0.0003919916071668078,-7.082073644684235e-05,0.7728665227676763,0.05555555555555555,0.08844499619644908,10,0.05
TCN1_359b9b46,TCN1,TCN,lt1,40,18,40.0,0.02696367700463153,0.0013051142775727554,0.0013653606093734334,-0.00024120128225172655,-2.497396109564193e-05,0.6835163738566293,0.0,0.08668631600298891,10,0.05
TCN1_527fc37a,TCN1,TCN,lt1,40,18,40.0,0.030670269045847947,0.0013310898558554927,0.0017966460603965608,-0.00027668327858626534,-3.41923831631836e-05,0.7800239220944492,0.0,0.08688113186013934,10,0.05
TCN1_893f3174,TCN1,TCN,lt1,40,18,40.0,0.021857842508384975,0.0011870934269288024,0.0009612151918524722,-0.00021332216293627548,-1.7968122109865464e-05,0.675706934536684,0.0,0.09389543756780815,10,0.05
TCN1_01493272,TCN1,TCN,lt1,40,18,40.0,0.0241325453028193,0.0013941665510304342,0.0011770962289893057,-0.0002232595101148034,-2.047059310298749e-05,0.7421329440932205,0.0,0.08891414509048097,10,0.05
TCN1_efab94c4,TCN1,TCN,lt2,40,17,40.0,0.05301818035374578,0.0015402638610622322,0.005972719412680017,-0.0004105261092022134,-9.678826820991708e-05,0.7417195282241041,0.058823529411764705,0.07502179343273167,10,0.05
TCN1_189a2578,TCN1,TCN,lt2,40,17,40.0,0.05301818035374578,0.0015402638610622322,0.005972719412680017,-0.0004105261092022134,-9.678826820991708e-05,0.7417195282241041,0.058823529411764705,0.07502179343273167,10,0.05
TCN1_30f7e70e,TCN1,TCN,lt2,40,17,40.0,0.032846490511588125,0.0013068971015566626,0.0020757716562201526,-0.0002623018037850046,-2.998684806699709e-05,0.7017136955755108,0.0,0.07767311015555642,10,0.05
TCN1_db2f53e0,TCN1,TCN,lt2,40,17,40.0,0.03541147709509615,0.0014329518443572116,0.0024953925074321236,-0.0002986852902813645,-4.005024638564007e-05,0.7226203355909109,0.058823529411764705,0.08130738628767593,10,0.05
TCN1_aa09c186,TCN1,TCN,lt2,40,17,40.0,0.021735933407581443,0.0011203258751099347,0.000977919459657653,-0.00019421409247488258,-1.5698227947939676e-05,0.7313857440987391,0.0,0.08608905037317793,10,0.05
TCN1_df189869,TCN1,TCN,lt2,40,17,40.0,0.026237817194882662,0.0013940419804070558,0.001382137085988394,-0.00023766723588784078,-2.4863603041875603e-05,0.7942668080882471,0.0,0.08749899123977058,10,0.05
TCN2_7fba62e1,TCN2,TCN,lt1,40,18,40.0,0.0332924317405143,0.0013106142015877136,0.0021267379887505615,-0.0002591904552266507,-3.162253724461782e-05,0.6629984803307425,0.05555555555555555,0.07578246872885015,10,0.05
TCN2_46a773c4,TCN2,TCN,lt1,40,18,40.0,0.0332924317405143,0.0013106142015877136,0.0021267379887505615,-0.0002591904552266507,-3.162253724461782e-05,0.6629984803307425,0.05555555555555555,0.07578246872885015,10,0.05
TCN2_39806782,TCN2,TCN,lt1,40,18,40.0,0.023644238142219585,0.0013887126639132252,0.0009973682007472498,-0.00020278640814145503,-1.7097402309689024e-05,0.7657653130500935,0.0,0.08282876661818284,10,0.05
TCN2_866dd95f,TCN2,TCN,lt1,40,18,40.0,0.02526938850158338,0.0010508702154107335,0.0011599890816517556,-0.00021469922632769747,-1.7888543000780887e-05,0.7451119665073372,0.05555555555555555,0.08229514185967028,10,0.05
TCN2_28f56bd8,TCN2,TCN,lt1,40,18,40.0,0.019078498628259874,0.001424194162137162,0.0006533173614599777,-0.00017341035517421408,-1.1372129560468942e-05,0.7700502289775601,0.0,0.08791447941143307,10,0.05
TCN2_bcd7d562,TCN2,TCN,lt1,40,18,40.0,0.02031224124697631,0.001630100588934571,0.0007456472032651779,-0.00017217182745433174,-1.2065336698736323e-05,0.7439598445476483,0.05555555555555555,0.08267852517027663,10,0.05
TCN2_b58a1fe9,TCN2,TCN,lt2,40,17,40.0,0.03872882767181146,0.0014386620229955968,0.002854795536358959,-0.0003080448329298194,-4.650920679723586e-05,0.7497241899526728,0.058823529411764705,0.07667786014471208,10,0.05
TCN2_d796e9cc,TCN2,TCN,lt2,40,17,40.0,0.03872882767181146,0.0014386620229955968,0.002854795536358959,-0.0003080448329298194,-4.650920679723586e-05,0.7497241899526728,0.058823529411764705,0.07667786014471208,10,0.05
TCN2_6b6d3d86,TCN2,TCN,lt2,40,17,40.0,0.029088037340567852,0.001849452668771443,0.0015580025319056293,-0.00022340797180343713,-2.4152885943969383e-05,0.6812317561138721,0.11764705882352941,0.07499527949074604,10,0.05
TCN2_ab1f3fcc,TCN2,TCN,lt2,40,17,40.0,0.03126969363352373,0.0012951134124173176,0.0018249517391085296,-0.00019933601448825995,-1.9777514075301093e-05,0.7294507134766768,0.17647058823529413,0.06259423368434013,10,0.05
TCN2_c4c54c71,TCN2,TCN,lt2,40,17,40.0,0.019978745406963653,0.0014479039335585627,0.0007253808092434647,-0.00016074917792324953,-1.0925081039306652e-05,0.6357954662855069,0.058823529411764705,0.07832323714703786,10,0.05
TCN2_0dba5821,TCN2,TCN,lt2,40,17,40.0,0.023382272543316894,0.0010961288111586585,0.0009921842818061413,-0.0001879824478880322,-1.7053541863521725e-05,0.8043699510006747,0.058823529411764705,0.07741729370941271,10,0.05
TCN3_86cfaf0d,TCN3,TCN,lt1,40,18,40.0,0.04991836061167978,0.002513102615139368,0.005050567647217561,-0.0003436665038685125,-6.758508558338703e-05,0.7260481542887015,0.05555555555555555,0.06699901387881052,10,0.05
TCN3_ad6e008c,TCN3,TCN,lt1,40,18,40.0,0.04991836061167978,0.002513102615139368,0.005050567647217561,-0.0003436665038685125,-6.758508558338703e-05,0.7260481542887015,0.05555555555555555,0.06699901387881052,10,0.05
TCN3_73866807,TCN3,TCN,lt1,40,18,40.0,0.03182912113730551,0.0015638214312128263,0.0019165170096303054,-0.00024665365042260304,-2.925237757318495e-05,0.7495660252879991,0.05555555555555555,0.07503447321220869,10,0.05
TCN3_cc08d40e,TCN3,TCN,lt1,40,18,40.0,0.03500076417637887,0.0015546537605325248,0.0023395796169586665,-0.0002917965113971003,-3.77376662146896e-05,0.8326216236457207,0.0,0.08087027108811126,10,0.05
TCN3_226f1e11,TCN3,TCN,lt1,40,18,40.0,0.026097031590617683,0.0015800847287456862,0.0013697431981927,-0.00022832881877489508,-2.488599255343405e-05,0.7961566404344762,0.05555555555555555,0.0847686944929268,10,0.05
TCN3_4e6da531,TCN3,TCN,lt1,40,18,40.0,0.028851004708533596,0.0016251667752287193,0.001663993688920061,-0.0002200991379298908,-2.339382847112981e-05,0.7436211200868672,0.05555555555555555,0.07424798078810381,10,0.05
TCN3_0f35c2b5,TCN3,TCN,lt2,40,17,40.0,0.06524589239467891,0.003370979359571283,0.009165828224034564,-0.0003936609693328894,-0.00010030202796102037,0.8231069557889826,0.23529411764705882,0.059228790595957974,10,0.05
TCN3_96e43345,TCN3,TCN,lt2,40,17,40.0,0.06524589239467891,0.003370979359571283,0.009165828224034564,-0.0003936609693328894,-0.00010030202796102037,0.8231069557889826,0.23529411764705882,0.059228790595957974,10,0.05
TCN3_c4349ecc,TCN3,TCN,lt2,40,17,40.0,0.039688354191821554,0.0018917371238169162,0.0030833904279183467,-0.0002726421300092171,-4.344019353105972e-05,0.7922654500066526,0.11764705882352941,0.0667959270583719,10,0.05
TCN3_8f7ea8e0,TCN3,TCN,lt2,40,17,40.0,0.04243387340037156,0.0024026178291340523,0.0036188150285425824,-0.000309108241969309,-5.1939788572684364e-05,0.8167831063901816,0.0,0.07103325270274201,10,0.05
TCN3_77409486,TCN3,TCN,lt2,40,17,40.0,0.025761731104239235,0.0020892209423118467,0.001333876825664506,-0.00020044543811472554,-1.898507505083585e-05,0.763059558233638,0.0,0.07605688741798688,10,0.05
TCN3_915ac843,TCN3,TCN,lt2,40,17,40.0,0.03178969584993837,0.0020062719226560818,0.0020234759632760005,-0.00027021358504321683,-3.418213106317198e-05,0.7611299502965957,0.0,0.08272597569372676,10,0.05
TCN4_2d93ec02,TCN4,TCN,lt1,40,18,40.0,0.06168829331379629,0.0019407544206373492,0.006832601641465134,-0.0005105397241684634,-0.00012452881160598093,0.8035485382139355,0.0,0.08011586803253072,10,0.05
TCN4_acf89449,TCN4,TCN,lt1,40,18,40.0,0.06168829331379629,0.0019407544206373492,0.006832601641465134,-0.0005105397241684634,-0.00012452881160598093,0.8035485382139355,0.0,0.08011586803253072,10,0.05
